Benny,9302,Vera,12188
Guy,8950,Jessie,12148
Virgil,8947,Marianne,11944
Morris,8801,Stephanie,11936
Matthew,8759,Jill,11866
Earnest,8704,Mattie,11778
Lyle,8618,Minnie,11735
Max,8522,Caroline,11625
Bennie,8478,Michele,11604
Wendell,8376,Veronica,11528
Kent,8347,Patty,11416
Jonathan,8298,Rosie,11404
Fredrick,8228,Stella,11360
