Aaron,830,Naomi,2074
Mike,828,Selma,2067
Reuben,828,Isabel,2047
Claud,827,Tillie,2009
Clifton,815,Vivian,1999
Bill,789,Millie,1959
Irvin,789,Rena,1945
Sherman,766,Kathleen,1942
Owen,761,Fern,1937
Gerald,753,Elva,1900
Clayton,752,Erma,1895
Steve,752,Isabelle,1890
Moses,751,Norma,1885
Simon,731,Delia,1871
Jasper,725,Virgie,1811
