Mario,24570,Brandi,22956
Xavier,24286,Carly,22788
Manuel,24165,Kylie,22727
Alan,24085,Karina,22608
Derrick,23979,Adriana,22334
Frank,23952,Valerie,22007
Tristan,23909,Caitlyn,21986
Collin,23747,Natasha,21968
Omar,23714,Hayley,21854
Jeremiah,23642,Rebekah,20923
Jackson,23584,Jocelyn,20880
Troy,22819,Cassidy,20659
Edgar,22201,Jade,20393
Javier,22097,Gabriella,20164
Douglas,21963,Makayla,20079
Clayton,21810,Daisy,19987
Jonathon,21426,Jillian,19726
Nicolas,21215,Alison,19725
Andre,21085,Audrey,19523
Maxwell,20907,Faith,19523
Ivan,20505,Angel,19500
Philip,20456,Nancy,19490
Levi,20354,Dana,19282
Sergio,20119,Krystal,19076
Roberto,20050,Alejandra,19002
Darius,19662,Ariana,18860
Andres,19632,Summer,18803
Cristian,19524,Isabella,18749
Hector,19483,Mikayla,18743
Fernando,19430,Raven,18500
Drew,19325,Katrina,18396
Curtis,19200,Kiara,17822
Gary,19188,Sandra,17618
Riley,18835,Meagan,17105
Johnny,18465,Lydia,16949
Max,18205,Kirsten,16882
Dennis,18093,Chelsey,16837
Malik,17947,Zoe,16789
Wyatt,17931,Monique,16762
Cesar,17836,Claudia,16510
Edwin,17468,Mallory,16469
Gavin,17274,Joanna,16280
Preston,17081,Deanna,16218
Marco,16997,Isabel,16099
Allen,16941,Ashlee,15977
Ruben,16927,Felicia,15642
Calvin,16853,Marisa,15535
Mathew,16796,Mercedes,15290
Randy,16782,Mckenzie,15284
Brent,16625,Jasmin,15233
Jerry,16569,Krista,15213
Hayden,16343,Yesenia,15170
Alexis,16259,Diamond,15159
Brady,16230,Evelyn,15123
Parker,16230,Cindy,15043
Tony,16133,Selena,15039
Pedro,16127,Brandy,14906
Craig,16104,Gina,14878
Larry,15942,Mia,14620
